order	dataset_id	cluster_id	cluster_name	sample_id	gene_symbol	entrez_geneid	FBgn	avg_logFC	pct1	pct2	p_value	padj	other_value	other_value_type	rank	source_gene_info	rank_text
1664085	98	1	CAH7+ plasmatocyte	all	CG15083	37175	FBgn0034399	0.29	0.92	0.80	1.75e-32	1.37e-28	NULL	NULL	NULL	gene symbol	top200
1664086	98	1	CAH7+ plasmatocyte	all	Tis11	32222	FBgn0011837	0.31	0.89	0.78	2.15e-28	1.68e-24	NULL	NULL	NULL	gene symbol	top200
1664087	98	1	CAH7+ plasmatocyte	all	CG1532	33076	FBgn0031143	0.29	0.77	0.66	5.43e-21	4.23e-17	NULL	NULL	NULL	gene symbol	top200
1664088	98	1	CAH7+ plasmatocyte	all	Snx3	41551	FBgn0038065	0.34	0.93	0.82	2.12e-45	1.65e-41	NULL	NULL	NULL	gene symbol	top200
1664089	98	1	CAH7+ plasmatocyte	all	CG42867	10178781	FBgn0262141	0.55	0.97	0.86	7.08e-91	5.52e-87	NULL	NULL	NULL	gene symbol	top50
1664090	98	1	CAH7+ plasmatocyte	all	CG5446	34655	FBgn0032429	0.29	0.83	0.72	1.14e-24	8.87e-21	NULL	NULL	NULL	gene symbol	top200
1664091	98	1	CAH7+ plasmatocyte	all	Sh3beta	38820	FBgn0035772	0.26	0.84	0.73	5.87e-21	4.57e-17	NULL	NULL	NULL	gene symbol	top200
1664092	98	1	CAH7+ plasmatocyte	all	Dip-B	48450	FBgn0000454	0.48	0.94	0.84	3.09e-67	2.41e-63	NULL	NULL	NULL	gene symbol	top50
1664093	98	1	CAH7+ plasmatocyte	all	CG5850	34327	FBgn0032172	0.25	0.83	0.72	1.11e-19	8.65e-16	NULL	NULL	NULL	gene symbol	
1664094	98	1	CAH7+ plasmatocyte	all	CG13887	38096	FBgn0035165	0.27	0.75	0.65	1.5e-14	1.17e-10	NULL	NULL	NULL	gene symbol	top200
1664095	98	1	CAH7+ plasmatocyte	all	Tm1	41852	FBgn0003721	0.28	0.91	0.80	8.16e-27	6.36e-23	NULL	NULL	NULL	gene symbol	top200
1664096	98	1	CAH7+ plasmatocyte	all	kuz	34772	FBgn0259984	0.44	0.97	0.87	1.95e-69	1.52e-65	NULL	NULL	NULL	gene symbol	top100
1664097	98	1	CAH7+ plasmatocyte	all	LanB1	34068	FBgn0261800	0.27	0.77	0.67	1.37e-17	1.07e-13	NULL	NULL	NULL	gene symbol	top200
1664098	98	1	CAH7+ plasmatocyte	all	luna	2768719	FBgn0040765	0.30	0.97	0.88	5.69e-42	4.44e-38	NULL	NULL	NULL	gene symbol	top200
1664099	98	1	CAH7+ plasmatocyte	all	Akap200	34170	FBgn0027932	0.56	0.99	0.90	7.54e-124	5.88e-120	NULL	NULL	NULL	gene symbol	top50
1664100	98	1	CAH7+ plasmatocyte	all	sn	31717	FBgn0003447	0.58	0.99	0.90	9.89e-132	7.71e-128	NULL	NULL	NULL	gene symbol	top50
1664101	98	1	CAH7+ plasmatocyte	all	Clc	40221	FBgn0024814	0.27	0.90	0.82	3.71e-27	2.89e-23	NULL	NULL	NULL	gene symbol	top200
1664102	98	1	CAH7+ plasmatocyte	all	Fer2LCH	44965	FBgn0015221	0.36	0.95	0.87	3.16e-36	2.47e-32	NULL	NULL	NULL	gene symbol	top100
1664103	98	1	CAH7+ plasmatocyte	all	CG45050	41114	FBgn0266410	0.33	0.96	0.88	2.25e-48	1.76e-44	NULL	NULL	NULL	gene symbol	top200
1664104	98	1	CAH7+ plasmatocyte	all	tna	39217	FBgn0026160	0.27	0.92	0.84	9.86e-26	7.68e-22	NULL	NULL	NULL	gene symbol	top200
1664105	98	1	CAH7+ plasmatocyte	all	Glt	34193	FBgn0001114	0.26	0.99	0.91	8.35e-31	6.51e-27	NULL	NULL	NULL	gene symbol	top200
1664106	98	1	CAH7+ plasmatocyte	all	CG31337	318688	FBgn0051337	0.27	0.96	0.88	7.95e-25	6.2e-21	NULL	NULL	NULL	gene symbol	top200
1664107	98	1	CAH7+ plasmatocyte	all	Vamp7	36015	FBgn0266186	0.25	0.88	0.81	1.68e-23	1.31e-19	NULL	NULL	NULL	gene symbol	top200
1664108	98	1	CAH7+ plasmatocyte	all	Gal	33839	FBgn0001089	0.80	1.00	0.93	1.38e-198	1.08e-194	NULL	NULL	NULL	gene symbol	top10
1664109	98	1	CAH7+ plasmatocyte	all	Gdh	42832	FBgn0001098	0.29	0.97	0.90	1.84e-29	1.44e-25	NULL	NULL	NULL	gene symbol	top200
1664110	98	1	CAH7+ plasmatocyte	all	Eb1	35584	FBgn0027066	0.31	0.99	0.92	1.62e-64	1.26e-60	NULL	NULL	NULL	gene symbol	top200
1664111	98	1	CAH7+ plasmatocyte	all	Fer1HCH	46415	FBgn0015222	0.41	0.94	0.88	8.72e-47	6.8e-43	NULL	NULL	NULL	gene symbol	top100
1664112	98	1	CAH7+ plasmatocyte	all	Ama	40831	FBgn0000071	0.42	1.00	0.94	6.41e-93	5.0e-89	NULL	NULL	NULL	gene symbol	top100
1664113	98	1	CAH7+ plasmatocyte	all	Gs1	33172	FBgn0001142	0.50	0.99	0.94	3.0e-106	2.34e-102	NULL	NULL	NULL	gene symbol	top50
1664114	98	1	CAH7+ plasmatocyte	all	fax	39826	FBgn0014163	0.70	1.00	0.94	6.25e-215	4.87e-211	NULL	NULL	NULL	gene symbol	top50
1664115	98	1	CAH7+ plasmatocyte	all	Mec2	32905	FBgn0030993	0.30	0.99	0.95	2.45e-45	1.91e-41	NULL	NULL	NULL	gene symbol	top200
1664116	98	1	CAH7+ plasmatocyte	all	Sap-r	43662	FBgn0000416	0.43	0.99	0.95	5.64e-79	4.4e-75	NULL	NULL	NULL	gene symbol	top100
1664117	98	1	CAH7+ plasmatocyte	all	cathD	45268	FBgn0029093	0.26	0.99	0.94	5.97e-28	4.65e-24	NULL	NULL	NULL	gene symbol	top200
1664118	98	1	CAH7+ plasmatocyte	all	Gbeta13F	32544	FBgn0001105	0.33	0.99	0.95	1.37e-58	1.07e-54	NULL	NULL	NULL	gene symbol	top200
1664119	98	1	CAH7+ plasmatocyte	all	zip	38001	FBgn0265434	0.33	0.99	0.95	1.16e-54	9.01e-51	NULL	NULL	NULL	gene symbol	top200
1664120	98	1	CAH7+ plasmatocyte	all	CG31777	261617	FBgn0051777	0.59	1.00	0.96	3.45e-143	2.69e-139	NULL	NULL	NULL	gene symbol	top50
1664121	98	1	CAH7+ plasmatocyte	all	CG10131	36624	FBgn0033949	-0.30	0.98	0.95	8.45e-37	6.59e-33	NULL	NULL	NULL	gene symbol	
1664122	98	1	CAH7+ plasmatocyte	all	Hsc70-3	32133	FBgn0001218	0.37	1.00	0.97	8.85e-59	6.9e-55	NULL	NULL	NULL	gene symbol	top100
1664123	98	1	CAH7+ plasmatocyte	all	Hsp23	39077	FBgn0001224	0.62	1.00	0.98	1.37e-140	1.07e-136	NULL	NULL	NULL	gene symbol	top50
1664124	98	1	CAH7+ plasmatocyte	all	CG4250	37599	FBgn0034761	0.44	0.99	0.97	1.39e-48	1.08e-44	NULL	NULL	NULL	gene symbol	top100
1664125	98	1	CAH7+ plasmatocyte	all	cer	37229	FBgn0034443	0.31	0.99	0.98	5.84e-45	4.55e-41	NULL	NULL	NULL	gene symbol	top200
1664126	98	1	CAH7+ plasmatocyte	all	Vha16-1	44307	FBgn0262736	0.35	1.00	0.98	1.5e-79	1.17e-75	NULL	NULL	NULL	gene symbol	top100
1664127	98	1	CAH7+ plasmatocyte	all	CG8501	36347	FBgn0033724	0.37	1.00	0.99	1.87e-121	1.46e-117	NULL	NULL	NULL	gene symbol	top100
1664128	98	1	CAH7+ plasmatocyte	all	cib	31359	FBgn0026084	0.42	1.00	0.99	1.05e-132	8.15e-129	NULL	NULL	NULL	gene symbol	top100
1664129	98	1	CAH7+ plasmatocyte	all	alphaTub84B	40848	FBgn0003884	0.27	0.99	0.99	1.23e-47	9.63e-44	NULL	NULL	NULL	gene symbol	top200
1664130	98	1	CAH7+ plasmatocyte	all	fabp	3772232	FBgn0037913	-0.25	0.99	0.99	1.76e-39	1.37e-35	NULL	NULL	NULL	gene symbol	
1664131	98	1	CAH7+ plasmatocyte	all	Act5C	31521	FBgn0000042	0.31	1.00	0.99	1.35e-120	1.06e-116	NULL	NULL	NULL	gene symbol	top200
1664132	98	1	CAH7+ plasmatocyte	all	chic	33834	FBgn0000308	0.26	0.99	0.99	1.28e-52	9.98e-49	NULL	NULL	NULL	gene symbol	top200
1664133	98	1	CAH7+ plasmatocyte	all	Ef1alpha48D	36271	FBgn0284245	-0.27	1.00	1.00	1.36e-86	1.06e-82	NULL	NULL	NULL	gene symbol	
1664134	98	1	CAH7+ plasmatocyte	all	Ance	34805	FBgn0012037	-0.72	0.68	0.68	6.876532e-03	1.00	NULL	NULL	NULL	gene symbol	
1664135	98	1	CAH7+ plasmatocyte	all	RpS24	37589	FBgn0261596	-0.27	0.99	1.00	2.12e-90	1.66e-86	NULL	NULL	NULL	gene symbol	
1664136	98	1	CAH7+ plasmatocyte	all	Ef1beta	36271	FBgn0284245	-0.28	0.99	1.00	5.34e-75	4.17e-71	NULL	NULL	NULL	gene symbol	
1664137	98	1	CAH7+ plasmatocyte	all	awd	43739	FBgn0000150	-0.37	0.99	0.99	9.42e-53	7.35e-49	NULL	NULL	NULL	gene symbol	
1664138	98	1	CAH7+ plasmatocyte	all	CG6770	34621	FBgn0032400	-0.25	0.97	0.97	4.62e-18	3.6e-14	NULL	NULL	NULL	gene symbol	
1664139	98	1	CAH7+ plasmatocyte	all	Cyp1	32595	FBgn0004432	-0.37	0.98	0.99	1.92e-54	1.49e-50	NULL	NULL	NULL	gene symbol	
1664140	98	1	CAH7+ plasmatocyte	all	GstD1	41503	FBgn0001149	-0.61	0.97	0.97	1.24e-49	9.63e-46	NULL	NULL	NULL	gene symbol	
1664141	98	1	CAH7+ plasmatocyte	all	Obp99b	43497	FBgn0039685	-1.33	0.63	0.64	3.97695e-03	1.00	NULL	NULL	NULL	gene symbol	
1664142	98	1	CAH7+ plasmatocyte	all	RpLP0	40451	FBgn0000100	-0.35	0.98	0.99	2.78e-71	2.17e-67	NULL	NULL	NULL	gene symbol	
1664143	98	1	CAH7+ plasmatocyte	all	He	117464	FBgn0028430	-0.38	0.91	0.92	1.4e-27	1.09e-23	NULL	NULL	NULL	gene symbol	
1664144	98	1	CAH7+ plasmatocyte	all	CG34166	5740596	FBgn0085195	-1.12	0.28	0.29	0.06	1.00	NULL	NULL	NULL	gene symbol	
1664145	98	1	CAH7+ plasmatocyte	all	EF2	35422	FBgn0000559	-0.29	0.97	0.98	1.47e-38	1.15e-34	NULL	NULL	NULL	gene symbol	
1664146	98	1	CAH7+ plasmatocyte	all	RpL34a	43169	FBgn0039406	-0.28	0.96	0.98	3.35e-41	2.61e-37	NULL	NULL	NULL	gene symbol	
1664147	98	1	CAH7+ plasmatocyte	all	CG1746	43693	FBgn0039830	-0.25	0.97	0.99	7.83e-32	6.11e-28	NULL	NULL	NULL	gene symbol	
1664148	98	1	CAH7+ plasmatocyte	all	Nacalpha	36409	FBgn0086904	-0.25	0.96	0.98	3.43e-37	2.67e-33	NULL	NULL	NULL	gene symbol	
1664149	98	1	CAH7+ plasmatocyte	all	Pxn	38326	FBgn0011828	-0.36	0.78	0.81	1.53e-13	1.2e-09	NULL	NULL	NULL	gene symbol	
1664150	98	1	CAH7+ plasmatocyte	all	Bacc	33462	FBgn0031453	-0.37	0.86	0.90	2.48e-22	1.93e-18	NULL	NULL	NULL	gene symbol	
1664151	98	1	CAH7+ plasmatocyte	all	Msp300	3771968	FBgn0261836	-0.62	0.88	0.93	2.92e-55	2.28e-51	NULL	NULL	NULL	gene symbol	
1664152	98	1	CAH7+ plasmatocyte	all	Fbp2	34259	FBgn0000640	-1.05	0.21	0.27	5.39968e-04	1.00	NULL	NULL	NULL	gene symbol	
1664153	98	1	CAH7+ plasmatocyte	all	Chd64	38490	FBgn0035499	-0.52	0.47	0.53	2.4e-09	1.87e-05	NULL	NULL	NULL	gene symbol	
1664154	98	1	CAH7+ plasmatocyte	all	CG3800	37646	FBgn0034802	-0.33	0.81	0.88	1.17e-24	9.15e-21	NULL	NULL	NULL	gene symbol	
1664155	98	1	CAH7+ plasmatocyte	all	br	44505	FBgn0283451	-0.36	0.83	0.90	5.79e-36	4.51e-32	NULL	NULL	NULL	gene symbol	
1664156	98	1	CAH7+ plasmatocyte	all	bic	45827	FBgn0000181	-0.25	0.83	0.90	1.64e-22	1.28e-18	NULL	NULL	NULL	gene symbol	
1664157	98	1	CAH7+ plasmatocyte	all	Nlp	43560	FBgn0016685	-0.25	0.75	0.82	4.1e-17	3.2e-13	NULL	NULL	NULL	gene symbol	
1664158	98	1	CAH7+ plasmatocyte	all	CG33460	3885588	FBgn0053460	-0.31	0.70	0.78	1.84e-22	1.43e-18	NULL	NULL	NULL	gene symbol	
1664159	98	1	CAH7+ plasmatocyte	all	Oscillin	33783	FBgn0031717	-0.25	0.47	0.56	5.35e-08	4.17273e-04	NULL	NULL	NULL	gene symbol	
1664160	98	1	CAH7+ plasmatocyte	all	eEF1delta	34363	FBgn0032198	-0.26	0.63	0.72	9.21e-16	7.18e-12	NULL	NULL	NULL	gene symbol	
1664161	98	1	CAH7+ plasmatocyte	all	Eip75B	39999	FBgn0000568	-0.33	0.59	0.69	3.82e-17	2.98e-13	NULL	NULL	NULL	gene symbol	
1664162	98	1	CAH7+ plasmatocyte	all	NimB5	34815	FBgn0028936	-0.29	0.23	0.34	6.25e-10	4.87e-06	NULL	NULL	NULL	gene symbol	
1664163	98	1	CAH7+ plasmatocyte	all	CG31324	43177	FBgn0051324	-0.26	0.51	0.62	1.62e-10	1.26e-06	NULL	NULL	NULL	gene symbol	
1664164	98	1	CAH7+ plasmatocyte	all	CG45057	39813	FBgn0266417	-0.27	0.13	0.25	4.66e-12	3.63e-08	NULL	NULL	NULL	gene symbol	
1664165	98	1	CAH7+ plasmatocyte	all	Nap1	37798	FBgn0015268	-0.33	0.67	0.79	2.5e-24	1.95e-20	NULL	NULL	NULL	gene symbol	
1664166	98	1	CAH7+ plasmatocyte	all	CG7911	43559	FBgn0039735	-0.29	0.49	0.62	9.26e-16	7.22e-12	NULL	NULL	NULL	gene symbol	
1664167	98	1	CAH7+ plasmatocyte	all	GstE12	37960	FBgn0027590	-0.25	0.40	0.53	1.57e-13	1.23e-09	NULL	NULL	NULL	gene symbol	
1664168	98	1	CAH7+ plasmatocyte	all	dUTPase	34529	FBgn0250837	-0.33	0.26	0.39	1.25e-12	9.71e-09	NULL	NULL	NULL	gene symbol	
1664169	98	1	CAH7+ plasmatocyte	all	Ip259	34419	FBgn0025366	-0.27	0.53	0.66	1.98e-16	1.54e-12	NULL	NULL	NULL	gene symbol	
1664170	98	1	CAH7+ plasmatocyte	all	CG7414	40431	FBgn0037135	-0.25	0.27	0.41	1.37e-12	1.07e-08	NULL	NULL	NULL	gene symbol	
1664171	98	1	CAH7+ plasmatocyte	all	sel	36046	FBgn0263260	-0.32	0.18	0.32	2.19e-14	1.71e-10	NULL	NULL	NULL	gene symbol	
1664172	98	1	CAH7+ plasmatocyte	all	Nrg	31792	FBgn0264975	-0.33	0.28	0.41	1.06e-13	8.29e-10	NULL	NULL	NULL	gene symbol	
1664173	98	1	CAH7+ plasmatocyte	all	Rip11	32850	FBgn0027335	-0.26	0.18	0.32	4.79e-14	3.73e-10	NULL	NULL	NULL	gene symbol	
1664174	98	1	CAH7+ plasmatocyte	all	FK506-bp1	38488	FBgn0035498	-0.27	0.12	0.27	1.34e-15	1.04e-11	NULL	NULL	NULL	gene symbol	
1664175	98	1	CAH7+ plasmatocyte	all	CG5151	39772	FBgn0036576	-0.26	0.29	0.44	8.67e-15	6.76e-11	NULL	NULL	NULL	gene symbol	
1664176	98	1	CAH7+ plasmatocyte	all	NimB1	34813	FBgn0027929	-0.30	0.14	0.29	3.39e-16	2.64e-12	NULL	NULL	NULL	gene symbol	
1664177	98	1	CAH7+ plasmatocyte	all	CG43236	12798466	FBgn0262881	-0.50	0.50	0.65	3.5e-25	2.73e-21	NULL	NULL	NULL	gene symbol	
1664178	98	1	CAH7+ plasmatocyte	all	RpL24-like	41372	FBgn0037899	-0.31	0.39	0.54	5.11e-18	3.98e-14	NULL	NULL	NULL	gene symbol	
1664179	98	1	CAH7+ plasmatocyte	all	Tep1	34937	FBgn0041183	-0.38	0.25	0.41	3.8e-16	2.96e-12	NULL	NULL	NULL	gene symbol	
1664180	98	1	CAH7+ plasmatocyte	all	Nplp2	50286	FBgn0040813	-1.09	0.17	0.33	2.78e-19	2.17e-15	NULL	NULL	NULL	gene symbol	
1664181	98	1	CAH7+ plasmatocyte	all	emc	38091	FBgn0000575	-0.35	0.55	0.71	3.44e-23	2.68e-19	NULL	NULL	NULL	gene symbol	
1664182	98	1	CAH7+ plasmatocyte	all	Mob2	39293	FBgn0259481	-0.29	0.12	0.29	1.99e-18	1.55e-14	NULL	NULL	NULL	gene symbol	
1664183	98	1	CAH7+ plasmatocyte	all	sesB	32007	FBgn0003360	-0.42	0.59	0.75	8.71e-29	6.79e-25	NULL	NULL	NULL	gene symbol	
1664184	98	1	CAH7+ plasmatocyte	all	Tig	33896	FBgn0011722	-0.44	0.08	0.25	4.23e-22	3.3e-18	NULL	NULL	NULL	gene symbol	
1664185	98	1	CAH7+ plasmatocyte	all	CG33459	2768847	FBgn0053459	-0.31	0.13	0.30	1.15e-19	8.93e-16	NULL	NULL	NULL	gene symbol	
1664186	98	1	CAH7+ plasmatocyte	all	hoip	44173	FBgn0286786	-0.36	0.15	0.32	1.41e-19	1.1e-15	NULL	NULL	NULL	gene symbol	
1664187	98	1	CAH7+ plasmatocyte	all	Df31	35418	FBgn0022893	-0.42	0.35	0.54	7.81e-22	6.09e-18	NULL	NULL	NULL	gene symbol	
1664188	98	1	CAH7+ plasmatocyte	all	Non1	35963	FBgn0028473	-0.39	0.30	0.49	3.35e-24	2.61e-20	NULL	NULL	NULL	gene symbol	
1664189	98	1	CAH7+ plasmatocyte	all	Sr-CI	33621	FBgn0014033	-0.49	0.14	0.33	2.4e-25	1.87e-21	NULL	NULL	NULL	gene symbol	
1664190	98	1	CAH7+ plasmatocyte	all	cher	42066	FBgn0014141	-0.74	0.12	0.32	1.33e-25	1.03e-21	NULL	NULL	NULL	gene symbol	
1664191	98	1	CAH7+ plasmatocyte	all	CG42807	36511	FBgn0261989	-0.67	0.44	0.64	2.29e-34	1.78e-30	NULL	NULL	NULL	gene symbol	
1664192	98	1	CAH7+ plasmatocyte	all	NimB4	34814	FBgn0028542	-0.56	0.33	0.54	9.33e-31	7.27e-27	NULL	NULL	NULL	gene symbol	
1664193	98	1	CAH7+ plasmatocyte	all	HmgZ	37480	FBgn0010228	-0.53	0.32	0.53	5.45e-30	4.25e-26	NULL	NULL	NULL	gene symbol	
1664194	98	1	CAH7+ plasmatocyte	all	Prosap	50225	FBgn0040752	-0.46	0.12	0.34	6.82e-28	5.32e-24	NULL	NULL	NULL	gene symbol	
1664195	98	1	CAH7+ plasmatocyte	all	dm	246846	FBgn0005007	-0.48	0.08	0.30	1.69e-31	1.32e-27	NULL	NULL	NULL	gene symbol	
1664196	98	1	CAH7+ plasmatocyte	all	eater	43262	FBgn0243514	-0.60	0.39	0.62	2.64e-39	2.06e-35	NULL	NULL	NULL	gene symbol	
1664197	98	1	CAH7+ plasmatocyte	all	CG2444	32121	FBgn0030326	-0.80	0.39	0.61	3.22e-40	2.51e-36	NULL	NULL	NULL	gene symbol	
1664198	98	1	CAH7+ plasmatocyte	all	Ald	43183	FBgn0000064	-0.50	0.09	0.33	2.5e-34	1.95e-30	NULL	NULL	NULL	gene symbol	
1664199	98	1	CAH7+ plasmatocyte	all	Inos	35671	FBgn0025885	-0.81	0.41	0.66	8.72e-50	6.8e-46	NULL	NULL	NULL	gene symbol	
1664200	98	1	CAH7+ plasmatocyte	all	Hml	39529	FBgn0029167	-0.92	0.34	0.59	1.6e-46	1.25e-42	NULL	NULL	NULL	gene symbol	
1664201	98	1	CAH7+ plasmatocyte	all	Eip55E	37143	FBgn0000566	-0.95	0.44	0.75	7.54e-81	5.88e-77	NULL	NULL	NULL	gene symbol	
1664202	98	1	CAH7+ plasmatocyte	all	CG5210	36868	FBgn0013763	-1.08	0.50	0.83	1.04e-118	8.1e-115	NULL	NULL	NULL	gene symbol	
1664203	98	2	Crystal_cell	all	CG9119	38124	FBgn0035189	4.63	1.00	5.0e-03	0.00	0.00	NULL	NULL	NULL	gene symbol	top10
1664204	98	2	Crystal_cell	all	PPO2	35910	FBgn0033367	6.11	1.00	0.02	3.49e-113	2.72e-109	NULL	NULL	NULL	gene symbol	top10
1664205	98	2	Crystal_cell	all	PPO1	37044	FBgn0283437	5.89	1.00	0.02	1.49e-85	1.16e-81	NULL	NULL	NULL	gene symbol	top10
1664206	98	2	Crystal_cell	all	Men	47173	FBgn0002719	3.22	1.00	0.03	5.8e-76	4.52e-72	NULL	NULL	NULL	gene symbol	top10
1664207	98	2	Crystal_cell	all	fok	44380	FBgn0263773	4.14	0.91	0.05	2.19e-40	1.71e-36	NULL	NULL	NULL	gene symbol	top10
1664208	98	2	Crystal_cell	all	CG15343	31765	FBgn0030029	5.08	0.91	0.07	1.86e-32	1.45e-28	NULL	NULL	NULL	gene symbol	top10
1664209	98	2	Crystal_cell	all	MtnA	41202	FBgn0002868	4.40	1.00	0.18	1.81e-17	1.41e-13	NULL	NULL	NULL	gene symbol	top10
1664210	98	2	Crystal_cell	all	CG17065	33026	FBgn0031099	2.67	0.91	0.11	4.58e-22	3.57e-18	NULL	NULL	NULL	gene symbol	top50
1664211	98	2	Crystal_cell	all	Ctr1A	31601	FBgn0062413	2.49	1.00	0.20	8.44e-17	6.58e-13	NULL	NULL	NULL	gene symbol	top50
1664212	98	2	Crystal_cell	all	St3	37743	FBgn0265052	2.13	0.83	0.04	4.17e-42	3.25e-38	NULL	NULL	NULL	gene symbol	top50
1664213	98	2	Crystal_cell	all	NijB	40057	FBgn0036822	1.81	0.75	3.0e-03	4.29e-281	3.34e-277	NULL	NULL	NULL	gene symbol	top50
1664214	98	2	Crystal_cell	all	CG42369	33894	FBgn0259715	2.75	0.91	0.17	1.43e-13	1.12e-09	NULL	NULL	NULL	gene symbol	top50
1664215	98	2	Crystal_cell	all	alpha-Est9	40897	FBgn0015577	1.19	0.75	0.01	9.26e-91	7.22e-87	NULL	NULL	NULL	gene symbol	top50
1664216	98	2	Crystal_cell	all	Glut4EF	41217	FBgn0267336	1.66	0.91	0.18	3.86e-14	3.01e-10	NULL	NULL	NULL	gene symbol	top50
1664217	98	2	Crystal_cell	all	aay	39085	FBgn0023129	3.17	0.83	0.10	1.71e-19	1.33e-15	NULL	NULL	NULL	gene symbol	top50
1664218	98	2	Crystal_cell	all	Ald	43183	FBgn0000064	2.58	1.00	0.28	2.02e-13	1.57e-09	NULL	NULL	NULL	gene symbol	top50
1664219	98	2	Crystal_cell	all	fbp	35265	FBgn0032820	2.34	0.83	0.13	9.13e-16	7.12e-12	NULL	NULL	NULL	gene symbol	top50
1664220	98	2	Crystal_cell	all	Jafrac1	53578	FBgn0040309	2.47	0.83	0.14	1.94e-14	1.51e-10	NULL	NULL	NULL	gene symbol	top50
1664221	98	2	Crystal_cell	all	FKBP59	47762	FBgn0029174	2.33	1.00	0.32	1.23e-11	9.57e-08	NULL	NULL	NULL	gene symbol	top50
1664222	98	2	Crystal_cell	all	CG32335	261663	FBgn0063667	2.14	0.66	2.0e-03	3.46e-285	2.69e-281	NULL	NULL	NULL	gene symbol	top50
1664223	98	2	Crystal_cell	all	CG5828	33742	FBgn0031682	2.29	0.66	0.02	1.76e-45	1.37e-41	NULL	NULL	NULL	gene symbol	top50
1664224	98	2	Crystal_cell	all	CG31174	318616	FBgn0051174	2.65	0.66	0.04	5.24e-28	4.08e-24	NULL	NULL	NULL	gene symbol	top50
1664225	98	2	Crystal_cell	all	Cpr66Cb	38940	FBgn0035875	2.26	0.58	1.0e-03	0.00	0.00	NULL	NULL	NULL	gene symbol	top50
1664226	98	2	Crystal_cell	all	peb	31391	FBgn0003053	1.61	0.58	4.0e-03	6.21e-153	4.84e-149	NULL	NULL	NULL	gene symbol	top50
1664227	98	2	Crystal_cell	all	CG16886	34809	FBgn0028938	3.61	0.58	5.0e-03	1.16e-133	9.04e-130	NULL	NULL	NULL	gene symbol	top10
1664228	98	2	Crystal_cell	all	fry	39122	FBgn0016081	0.80	0.75	0.17	2.0e-08	1.56063e-04	NULL	NULL	NULL	gene symbol	top100
1664229	98	2	Crystal_cell	all	CG10602	35146	FBgn0032721	2.63	0.83	0.25	4.47e-09	3.48e-05	NULL	NULL	NULL	gene symbol	top50
1664230	98	2	Crystal_cell	all	CG10467	38697	FBgn0035679	3.08	0.83	0.26	8.34e-09	6.5e-05	NULL	NULL	NULL	gene symbol	top50
1664231	98	2	Crystal_cell	all	CG32369	38873	FBgn0052369	0.96	0.58	0.02	5.86e-31	4.57e-27	NULL	NULL	NULL	gene symbol	top100
1664232	98	2	Crystal_cell	all	Pgd	31185	FBgn0004654	1.21	0.66	0.13	1.16e-08	9.05e-05	NULL	NULL	NULL	gene symbol	top50
1664233	98	2	Crystal_cell	all	Vav	32920	FBgn0040068	0.97	0.58	0.05	2.17e-17	1.69e-13	NULL	NULL	NULL	gene symbol	top100
1664234	98	2	Crystal_cell	all	mthl10	38057	FBgn0035132	1.30	0.83	0.30	4.31e-07	3.359974e-03	NULL	NULL	NULL	gene symbol	top50
1664235	98	2	Crystal_cell	all	Gip	31960	FBgn0011770	1.36	0.66	0.15	1.65e-08	1.2883e-04	NULL	NULL	NULL	gene symbol	top50
1664236	98	2	Crystal_cell	all	CG10469	38696	FBgn0035678	0.88	0.58	0.07	2.0e-12	1.56e-08	NULL	NULL	NULL	gene symbol	top100
1664237	98	2	Crystal_cell	all	CG10178	35105	FBgn0032684	1.29	0.50	1.0e-03	1.64e-224	1.28e-220	NULL	NULL	NULL	gene symbol	top50
1664238	98	2	Crystal_cell	all	MtnB	42424	FBgn0002869	2.63	0.50	1.0e-03	3.73e-204	2.91e-200	NULL	NULL	NULL	gene symbol	top50
1664239	98	2	Crystal_cell	all	CG13323	36433	FBgn0033788	3.82	0.50	2.0e-03	2.92e-187	2.28e-183	NULL	NULL	NULL	gene symbol	top10
1664240	98	2	Crystal_cell	all	CG31431	326138	FBgn0051431	1.45	0.58	0.09	4.86e-10	3.79e-06	NULL	NULL	NULL	gene symbol	top50
1664241	98	2	Crystal_cell	all	CG34288	5740644	FBgn0085317	1.69	0.66	0.18	1.25e-07	9.72383e-04	NULL	NULL	NULL	gene symbol	top50
1664242	98	2	Crystal_cell	all	CG17244	42709	FBgn0039031	1.50	0.50	0.02	8.73e-29	6.81e-25	NULL	NULL	NULL	gene symbol	top50
1664243	98	2	Crystal_cell	all	Prosap	50225	FBgn0040752	1.09	0.75	0.29	1.36e-05	0.10	NULL	NULL	NULL	gene symbol	
1664244	98	2	Crystal_cell	all	RpLP0-like	36058	FBgn0033485	0.90	0.58	0.13	1.26e-06	9.835344e-03	NULL	NULL	NULL	gene symbol	top100
1664245	98	2	Crystal_cell	all	CG8417	41192	FBgn0286506	0.84	0.58	0.15	1.29e-05	0.10	NULL	NULL	NULL	gene symbol	
1664246	98	2	Crystal_cell	all	cdi	42289	FBgn0004876	0.57	0.66	0.24	4.91905e-04	1.00	NULL	NULL	NULL	gene symbol	
1664247	98	2	Crystal_cell	all	CG12974	40350	FBgn0037065	0.84	0.41	0.00	1.08e-259	8.38e-256	NULL	NULL	NULL	gene symbol	top100
