order	dataset_id	cluster_id	cluster_name	sample_id	gene_symbol	entrez_geneid	FBgn	avg_logFC	pct1	pct2	p_value	padj	other_value	other_value_type	rank	source_gene_info	rank_text
1668009	98	8	Thanacyte	all	CG30088	246447	FBgn0050088	0.62	0.59	0.14	7.35e-81	5.73e-77	NULL	NULL	NULL	gene symbol	top50
1668010	98	8	Thanacyte	all	Tep4	35248	FBgn0041180	1.15	0.63	0.19	7.02e-82	5.48e-78	NULL	NULL	NULL	gene symbol	top10
1668011	98	8	Thanacyte	all	CG42566	8674120	FBgn0260768	0.91	0.87	0.45	1.57e-78	1.22e-74	NULL	NULL	NULL	gene symbol	top10
1668012	98	8	Thanacyte	all	sel	36046	FBgn0263260	0.85	0.68	0.26	1.05e-64	8.21e-61	NULL	NULL	NULL	gene symbol	top50
1668013	98	8	Thanacyte	all	CG7194	38933	FBgn0035868	0.64	0.51	0.11	9.89e-77	7.71e-73	NULL	NULL	NULL	gene symbol	top50
1668014	98	8	Thanacyte	all	CG42394	7354424	FBgn0259740	1.04	0.57	0.18	4.66e-58	3.63e-54	NULL	NULL	NULL	gene symbol	top10
1668015	98	8	Thanacyte	all	CG31431	326138	FBgn0051431	0.74	0.44	0.06	2.04e-103	1.59e-099	NULL	NULL	NULL	gene symbol	top50
1668016	98	8	Thanacyte	all	CG42792	10178946	FBgn0261925	1.94	0.53	0.16	2.29e-60	1.78e-56	NULL	NULL	NULL	gene symbol	top10
1668017	98	8	Thanacyte	all	TRAM	31042	FBgn0040340	0.51	0.65	0.30	3.76e-37	2.93e-33	NULL	NULL	NULL	gene symbol	top50
1668018	98	8	Thanacyte	all	CG34296	5740662	FBgn0085325	3.10	0.90	0.55	3.64e-115	2.84e-111	NULL	NULL	NULL	gene symbol	top10
1668019	98	8	Thanacyte	all	NLaz	33324	FBgn0053126	0.90	0.83	0.51	3.07e-45	2.39e-41	NULL	NULL	NULL	gene symbol	top50
1668020	98	8	Thanacyte	all	Tep2	34044	FBgn0041182	0.38	0.40	0.09	1.1e-54	8.54e-51	NULL	NULL	NULL	gene symbol	top50
1668021	98	8	Thanacyte	all	Ance	34805	FBgn0012037	2.34	0.95	0.65	2.81e-130	2.19e-126	NULL	NULL	NULL	gene symbol	top10
1668022	98	8	Thanacyte	all	CG30090	246448	FBgn0050090	0.45	0.33	0.06	2.16e-53	1.69e-49	NULL	NULL	NULL	gene symbol	top50
1668023	98	8	Thanacyte	all	CG34424	37699	FBgn0085453	0.40	0.68	0.41	2.35e-20	1.84e-16	NULL	NULL	NULL	gene symbol	top50
1668024	98	8	Thanacyte	all	CG11790	42999	FBgn0039265	0.28	0.56	0.29	9.42e-17	7.34e-13	NULL	NULL	NULL	gene symbol	top100
1668025	98	8	Thanacyte	all	CG5885	34314	FBgn0025700	0.52	0.82	0.57	1.54e-33	1.2e-29	NULL	NULL	NULL	gene symbol	top50
1668026	98	8	Thanacyte	all	CG31174	318616	FBgn0051174	0.56	0.27	0.02	7.4e-93	5.77e-89	NULL	NULL	NULL	gene symbol	top50
1668027	98	8	Thanacyte	all	LM408	38622	FBgn0035610	0.34	0.77	0.51	2.13e-19	1.66e-15	NULL	NULL	NULL	gene symbol	top50
1668028	98	8	Thanacyte	all	Letm1	37912	FBgn0284252	0.36	0.44	0.19	6.38e-23	4.97e-19	NULL	NULL	NULL	gene symbol	top50
1668029	98	8	Thanacyte	all	GstE9	246581	FBgn0063491	0.49	0.33	0.09	8.79e-36	6.85e-32	NULL	NULL	NULL	gene symbol	top50
1668030	98	8	Thanacyte	all	CG5390	34383	FBgn0032213	0.34	0.60	0.36	8.97e-18	6.99e-14	NULL	NULL	NULL	gene symbol	top100
1668031	98	8	Thanacyte	all	Df31	35418	FBgn0022893	0.44	0.72	0.48	5.34e-15	4.17e-11	NULL	NULL	NULL	gene symbol	top50
1668032	98	8	Thanacyte	all	ham	35135	FBgn0045852	0.32	0.27	0.04	2.33e-54	1.82e-50	NULL	NULL	NULL	gene symbol	top100
1668033	98	8	Thanacyte	all	Spase25	32095	FBgn0030306	0.48	0.85	0.62	1.14e-29	8.93e-26	NULL	NULL	NULL	gene symbol	top50
1668034	98	8	Thanacyte	all	CG10962	31824	FBgn0030073	0.42	0.60	0.37	2.16e-15	1.68e-11	NULL	NULL	NULL	gene symbol	top50
1668035	98	8	Thanacyte	all	Ost48	31849	FBgn0014868	0.30	0.77	0.54	8.36e-15	6.52e-11	NULL	NULL	NULL	gene symbol	top100
1668036	98	8	Thanacyte	all	Cyt-c-p	34996	FBgn0284248	0.39	0.46	0.24	3.91e-17	3.05e-13	NULL	NULL	NULL	gene symbol	top50
1668037	98	8	Thanacyte	all	Gmap	32483	FBgn0027287	0.27	0.30	0.08	3.79e-30	2.96e-26	NULL	NULL	NULL	gene symbol	top100
1668038	98	8	Thanacyte	all	SmB	34426	FBgn0262601	0.26	0.68	0.46	1.69e-10	1.32e-06	NULL	NULL	NULL	gene symbol	top100
1668039	98	8	Thanacyte	all	zetaCOP	39862	FBgn0040512	0.34	0.67	0.45	2.49e-16	1.94e-12	NULL	NULL	NULL	gene symbol	top100
1668040	98	8	Thanacyte	all	CrebA	39682	FBgn0004396	0.42	0.54	0.33	3.98e-17	3.1e-13	NULL	NULL	NULL	gene symbol	top50
1668041	98	8	Thanacyte	all	CG4408	42762	FBgn0039073	0.30	0.36	0.15	1.01e-18	7.84e-15	NULL	NULL	NULL	gene symbol	top100
1668042	98	8	Thanacyte	all	Arf102F	43823	FBgn0013749	0.33	0.79	0.59	2.33e-17	1.81e-13	NULL	NULL	NULL	gene symbol	top100
1668043	98	8	Thanacyte	all	Manf	41983	FBgn0027095	0.47	0.86	0.67	2.27e-30	1.77e-26	NULL	NULL	NULL	gene symbol	top50
1668044	98	8	Thanacyte	all	eEF1delta	34363	FBgn0032198	0.34	0.88	0.69	7.19e-21	5.6e-17	NULL	NULL	NULL	gene symbol	top50
1668045	98	8	Thanacyte	all	Spp	33227	FBgn0031260	0.31	0.55	0.36	6.32e-13	4.93e-09	NULL	NULL	NULL	gene symbol	top100
1668046	98	8	Thanacyte	all	GstO2	38974	FBgn0035906	0.28	0.39	0.19	7.84e-15	6.11e-11	NULL	NULL	NULL	gene symbol	top100
1668047	98	8	Thanacyte	all	Ostgamma	34137	FBgn0032015	0.26	0.71	0.52	5.56e-12	4.34e-08	NULL	NULL	NULL	gene symbol	top100
1668048	98	8	Thanacyte	all	eIF-2beta	32617	FBgn0261609	0.26	0.69	0.50	3.05e-10	2.38e-06	NULL	NULL	NULL	gene symbol	top100
1668049	98	8	Thanacyte	all	Spase22-23	42885	FBgn0039172	0.32	0.79	0.60	1.31e-14	1.02e-10	NULL	NULL	NULL	gene symbol	top100
1668050	98	8	Thanacyte	all	SsRbeta	39768	FBgn0011016	0.25	0.66	0.47	4.36e-10	3.4e-06	NULL	NULL	NULL	gene symbol	top100
1668051	98	8	Thanacyte	all	CG8080	35918	FBgn0033373	0.29	0.77	0.58	1.06e-12	8.29e-09	NULL	NULL	NULL	gene symbol	top100
1668052	98	8	Thanacyte	all	CG6084	39304	FBgn0086254	0.29	0.39	0.20	1.61e-14	1.25e-10	NULL	NULL	NULL	gene symbol	top100
1668053	98	8	Thanacyte	all	CG5210	36868	FBgn0013763	0.28	0.94	0.75	3.34e-20	2.6e-16	NULL	NULL	NULL	gene symbol	top100
1668054	98	8	Thanacyte	all	SelR	41309	FBgn0267376	0.40	0.72	0.54	9.8e-17	7.64e-13	NULL	NULL	NULL	gene symbol	top50
1668055	98	8	Thanacyte	all	lectin-24Db	53550	FBgn0040102	0.51	0.84	0.66	1.6e-31	1.25e-27	NULL	NULL	NULL	gene symbol	top50
1668056	98	8	Thanacyte	all	CaBP1	34976	FBgn0025678	0.39	0.84	0.66	1.36e-21	1.06e-17	NULL	NULL	NULL	gene symbol	top50
1668057	98	8	Thanacyte	all	HmgZ	37480	FBgn0010228	0.36	0.66	0.48	2.66e-08	2.07302e-04	NULL	NULL	NULL	gene symbol	top50
1668058	98	8	Thanacyte	all	CG42807	36511	FBgn0261989	0.58	0.76	0.58	3.27e-16	2.55e-12	NULL	NULL	NULL	gene symbol	top50
1668059	98	8	Thanacyte	all	Sec61gamma	32968	FBgn0031049	0.59	0.94	0.77	3.84e-45	2.99e-41	NULL	NULL	NULL	gene symbol	top50
1668060	98	8	Thanacyte	all	Rm62	40739	FBgn0003261	0.29	0.83	0.65	1.32e-11	1.03e-07	NULL	NULL	NULL	gene symbol	top100
1668061	98	8	Thanacyte	all	Pcd	43499	FBgn0024841	0.82	0.92	0.76	4.85e-64	3.78e-60	NULL	NULL	NULL	gene symbol	top50
1668062	98	8	Thanacyte	all	Set	41844	FBgn0014879	0.25	0.53	0.37	1.69e-07	1.319717e-03	NULL	NULL	NULL	gene symbol	top100
1668063	98	8	Thanacyte	all	His2Av	43229	FBgn0001197	0.32	0.51	0.35	2.56e-06	0.01	NULL	NULL	NULL	gene symbol	top100
1668064	98	8	Thanacyte	all	twr	40815	FBgn0262801	0.38	0.85	0.69	2.74e-22	2.14e-18	NULL	NULL	NULL	gene symbol	top50
1668065	98	8	Thanacyte	all	CG33460	3885588	FBgn0053460	0.41	0.91	0.76	4.85e-29	3.78e-25	NULL	NULL	NULL	gene symbol	top50
1668066	98	8	Thanacyte	all	Obp99b	43497	FBgn0039685	0.52	0.78	0.63	1.91e-17	1.49e-13	NULL	NULL	NULL	gene symbol	top50
1668067	98	8	Thanacyte	all	Gp93	43354	FBgn0039562	0.35	0.89	0.75	7.59e-20	5.92e-16	NULL	NULL	NULL	gene symbol	top50
1668068	98	8	Thanacyte	all	Tep1	34937	FBgn0041183	0.60	0.51	0.37	2.45e-12	1.91e-08	NULL	NULL	NULL	gene symbol	top50
1668069	98	8	Thanacyte	all	CG4842	39817	FBgn0036620	0.31	0.50	0.35	7.03e-08	5.48254e-04	NULL	NULL	NULL	gene symbol	top100
1668070	98	8	Thanacyte	all	CG30098	246456	FBgn0050098	0.27	0.55	0.41	3.29e-06	0.02	NULL	NULL	NULL	gene symbol	top100
1668071	98	8	Thanacyte	all	Sec61beta	46080	FBgn0010638	0.60	0.92	0.78	1.99e-40	1.55e-36	NULL	NULL	NULL	gene symbol	top50
1668072	98	8	Thanacyte	all	CG30148	37318	FBgn0050148	0.30	0.29	0.17	1.05e-07	8.1599e-04	NULL	NULL	NULL	gene symbol	top100
1668073	98	8	Thanacyte	all	dUTPase	34529	FBgn0250837	0.28	0.47	0.35	1.626153e-03	1.00	NULL	NULL	NULL	gene symbol	
1668074	98	8	Thanacyte	all	Dtg	41558	FBgn0038071	0.54	0.96	0.86	6.47e-48	5.04e-44	NULL	NULL	NULL	gene symbol	top50
1668075	98	8	Thanacyte	all	Tapdelta	45680	FBgn0021795	0.57	0.94	0.85	4.78e-47	3.73e-43	NULL	NULL	NULL	gene symbol	top50
1668076	98	8	Thanacyte	all	Oat	40145	FBgn0022774	0.32	0.92	0.84	3.57e-16	2.78e-12	NULL	NULL	NULL	gene symbol	top100
1668077	98	8	Thanacyte	all	CG15083	37175	FBgn0034399	0.45	0.88	0.82	2.08e-12	1.62e-08	NULL	NULL	NULL	gene symbol	top50
1668078	98	8	Thanacyte	all	GstO3	38972	FBgn0035904	0.38	0.96	0.91	1.18e-20	9.17e-17	NULL	NULL	NULL	gene symbol	top50
1668079	98	8	Thanacyte	all	fax	39826	FBgn0014163	-0.70	0.99	0.95	4.78e-53	3.72e-49	NULL	NULL	NULL	gene symbol	
1668080	98	8	Thanacyte	all	CG32276	251645	FBgn0047135	0.42	0.98	0.95	1.23e-41	9.56e-38	NULL	NULL	NULL	gene symbol	top50
1668081	98	8	Thanacyte	all	CG8498	34111	FBgn0031992	-0.26	0.88	0.85	1.43e-09	1.11e-05	NULL	NULL	NULL	gene symbol	
1668082	98	8	Thanacyte	all	Eb1	35584	FBgn0027066	-0.36	0.95	0.93	1.3e-17	1.01e-13	NULL	NULL	NULL	gene symbol	
1668083	98	8	Thanacyte	all	Jupiter	41392	FBgn0051363	-0.31	0.98	0.97	1.29e-21	1.0e-17	NULL	NULL	NULL	gene symbol	
1668084	98	8	Thanacyte	all	Hsp83	38389	FBgn0001233	-0.25	0.96	0.94	3.11e-08	2.4285e-04	NULL	NULL	NULL	gene symbol	
1668085	98	8	Thanacyte	all	Crc	41166	FBgn0005585	0.34	1.00	0.99	1.94e-35	1.51e-31	NULL	NULL	NULL	gene symbol	top100
1668086	98	8	Thanacyte	all	CG6770	34621	FBgn0032400	0.26	0.98	0.97	2.46e-17	1.92e-13	NULL	NULL	NULL	gene symbol	top100
1668087	98	8	Thanacyte	all	Syb	36080	FBgn0003660	-0.26	0.89	0.89	4.23e-11	3.3e-07	NULL	NULL	NULL	gene symbol	
1668088	98	8	Thanacyte	all	CG44250	19836034	FBgn0265185	-0.28	0.64	0.63	5.99602e-04	1.00	NULL	NULL	NULL	gene symbol	
1668089	98	8	Thanacyte	all	GstD1	41503	FBgn0001149	1.11	0.97	0.97	5.6e-110	4.37e-106	NULL	NULL	NULL	gene symbol	top10
1668090	98	8	Thanacyte	all	Act5C	31521	FBgn0000042	-0.27	1.00	0.99	1.21e-30	9.42e-27	NULL	NULL	NULL	gene symbol	
1668091	98	8	Thanacyte	all	mt:CoII	41952	FBgn0027948	-0.38	1.00	1.00	3.97e-58	3.09e-54	NULL	NULL	NULL	gene symbol	
1668092	98	8	Thanacyte	all	mt:ATPase6	41952	FBgn0027948	-0.41	1.00	1.00	2.11e-51	1.65e-47	NULL	NULL	NULL	gene symbol	
1668093	98	8	Thanacyte	all	mt:CoI	41952	FBgn0027948	-0.35	1.00	1.00	4.75e-43	3.7e-39	NULL	NULL	NULL	gene symbol	
1668094	98	8	Thanacyte	all	mt:Cyt-b	41952	FBgn0027948	-0.35	1.00	1.00	1.83e-37	1.42e-33	NULL	NULL	NULL	gene symbol	
1668095	98	8	Thanacyte	all	mt:CoIII	41952	FBgn0027948	-0.26	1.00	1.00	4.66e-21	3.63e-17	NULL	NULL	NULL	gene symbol	
1668096	98	8	Thanacyte	all	mt:ND4	41952	FBgn0027948	-0.35	0.97	0.97	8.31e-18	6.48e-14	NULL	NULL	NULL	gene symbol	
1668097	98	8	Thanacyte	all	Vha13	42341	FBgn0283536	-0.28	0.93	0.93	3.67e-16	2.86e-12	NULL	NULL	NULL	gene symbol	
1668098	98	8	Thanacyte	all	fabp	3772232	FBgn0037913	0.31	0.99	0.99	3.59e-35	2.8e-31	NULL	NULL	NULL	gene symbol	top100
1668099	98	8	Thanacyte	all	Cam	36329	FBgn0000253	-0.36	0.97	0.97	3.54e-23	2.76e-19	NULL	NULL	NULL	gene symbol	
1668100	98	8	Thanacyte	all	zip	38001	FBgn0265434	-0.42	0.95	0.96	6.41e-35	5.0e-31	NULL	NULL	NULL	gene symbol	
1668101	98	8	Thanacyte	all	alphaTub84B	40848	FBgn0003884	-0.59	0.99	0.99	4.48e-60	3.49e-56	NULL	NULL	NULL	gene symbol	
1668102	98	8	Thanacyte	all	CG31777	261617	FBgn0051777	-0.26	0.96	0.97	2.36e-08	1.83743e-04	NULL	NULL	NULL	gene symbol	
1668103	98	8	Thanacyte	all	Vha16-1	44307	FBgn0262736	-0.60	0.98	0.99	2.68e-74	2.09e-70	NULL	NULL	NULL	gene symbol	
1668104	98	8	Thanacyte	all	CG8501	36347	FBgn0033724	-1.45	0.98	0.99	1.24e-140	9.7e-137	NULL	NULL	NULL	gene symbol	
1668105	98	8	Thanacyte	all	Gapdh1	35728	FBgn0001091	-0.26	0.85	0.86	5.68e-09	4.43e-05	NULL	NULL	NULL	gene symbol	
1668106	98	8	Thanacyte	all	CG14715	41403	FBgn0037930	-0.27	0.88	0.89	1.98e-13	1.54e-09	NULL	NULL	NULL	gene symbol	
1668107	98	8	Thanacyte	all	Mec2	32905	FBgn0030993	-0.45	0.94	0.96	2.24e-36	1.74e-32	NULL	NULL	NULL	gene symbol	
1668108	98	8	Thanacyte	all	Npc2a	33374	FBgn0031381	-0.34	0.97	0.99	5.75e-40	4.49e-36	NULL	NULL	NULL	gene symbol	
1668109	98	8	Thanacyte	all	shep	38605	FBgn0052423	-0.55	0.96	0.98	8.95e-55	6.98e-51	NULL	NULL	NULL	gene symbol	
1668110	98	8	Thanacyte	all	pum	41094	FBgn0003165	-0.34	0.96	0.98	3.22e-27	2.51e-23	NULL	NULL	NULL	gene symbol	
1668111	98	8	Thanacyte	all	mt:ND5	41952	FBgn0027948	-0.42	0.95	0.98	4.45e-29	3.47e-25	NULL	NULL	NULL	gene symbol	
1668112	98	8	Thanacyte	all	CG7860	32488	FBgn0030653	-0.31	0.74	0.76	2.66111e-03	1.00	NULL	NULL	NULL	gene symbol	
1668113	98	8	Thanacyte	all	CG2789	33231	FBgn0031263	-0.29	0.77	0.79	3.17e-10	2.47e-06	NULL	NULL	NULL	gene symbol	
1668114	98	8	Thanacyte	all	Akap200	34170	FBgn0027932	-0.44	0.90	0.92	1.12e-25	8.73e-22	NULL	NULL	NULL	gene symbol	
1668115	98	8	Thanacyte	all	Clc	40221	FBgn0024814	-0.33	0.81	0.84	9.04e-16	7.05e-12	NULL	NULL	NULL	gene symbol	
1668116	98	8	Thanacyte	all	CG1890	43737	FBgn0039869	-0.41	0.88	0.91	3.13e-29	2.44e-25	NULL	NULL	NULL	gene symbol	
1668117	98	8	Thanacyte	all	lost	40559	FBgn0263594	-0.28	0.84	0.87	4.37e-12	3.41e-08	NULL	NULL	NULL	gene symbol	
1668118	98	8	Thanacyte	all	Gdh	42832	FBgn0001098	-0.37	0.89	0.92	1.8e-19	1.41e-15	NULL	NULL	NULL	gene symbol	
1668119	98	8	Thanacyte	all	Gal	33839	FBgn0001089	-0.71	0.91	0.94	2.87e-41	2.23e-37	NULL	NULL	NULL	gene symbol	
1668120	98	8	Thanacyte	all	CG6310	39237	FBgn0036121	-0.27	0.92	0.95	1.77e-15	1.38e-11	NULL	NULL	NULL	gene symbol	
1668121	98	8	Thanacyte	all	CG42867	10178781	FBgn0262141	-0.79	0.85	0.88	1.53e-44	1.19e-40	NULL	NULL	NULL	gene symbol	
1668122	98	8	Thanacyte	all	CG7777	36237	FBgn0033635	-0.48	0.94	0.97	6.03e-38	4.7e-34	NULL	NULL	NULL	gene symbol	
1668123	98	8	Thanacyte	all	Karl	32131	FBgn0030334	-0.33	0.89	0.92	3.24e-19	2.53e-15	NULL	NULL	NULL	gene symbol	
1668124	98	8	Thanacyte	all	Ggamma1	35881	FBgn0004921	-0.35	0.87	0.91	1.11e-21	8.69e-18	NULL	NULL	NULL	gene symbol	
1668125	98	8	Thanacyte	all	Msp300	3771968	FBgn0261836	-0.44	0.88	0.92	2.22e-14	1.73e-10	NULL	NULL	NULL	gene symbol	
1668126	98	8	Thanacyte	all	Rtnl1	33721	FBgn0053113	-0.26	0.81	0.85	4.96e-09	3.87e-05	NULL	NULL	NULL	gene symbol	
1668127	98	8	Thanacyte	all	Jabba	37164	FBgn0259682	-0.25	0.51	0.55	3.86155e-04	1.00	NULL	NULL	NULL	gene symbol	
1668128	98	8	Thanacyte	all	CG14946	34627	FBgn0032405	-0.42	0.85	0.89	1.01e-21	7.85e-18	NULL	NULL	NULL	gene symbol	
1668129	98	8	Thanacyte	all	yip2	34313	FBgn0040064	-0.26	0.57	0.61	2.06e-06	0.01	NULL	NULL	NULL	gene symbol	
1668130	98	8	Thanacyte	all	Gbeta13F	32544	FBgn0001105	-0.44	0.92	0.96	2.75e-34	2.14e-30	NULL	NULL	NULL	gene symbol	
1668131	98	8	Thanacyte	all	R	32640	FBgn0003189	-0.37	0.78	0.82	1.44e-15	1.12e-11	NULL	NULL	NULL	gene symbol	
1668132	98	8	Thanacyte	all	mt:ND1	41952	FBgn0027948	-0.32	0.91	0.96	1.97e-16	1.53e-12	NULL	NULL	NULL	gene symbol	
1668133	98	8	Thanacyte	all	Vamp7	36015	FBgn0266186	-0.31	0.78	0.83	1.46e-14	1.14e-10	NULL	NULL	NULL	gene symbol	
1668134	98	8	Thanacyte	all	Ama	40831	FBgn0000071	-0.64	0.90	0.95	4.46e-58	3.48e-54	NULL	NULL	NULL	gene symbol	
1668135	98	8	Thanacyte	all	Fbp2	34259	FBgn0000640	-1.05	0.21	0.26	8.505638e-03	1.00	NULL	NULL	NULL	gene symbol	
1668136	98	8	Thanacyte	all	VhaM9.7-b	40389	FBgn0028663	-0.55	0.89	0.94	7.56e-51	5.9e-47	NULL	NULL	NULL	gene symbol	
1668137	98	8	Thanacyte	all	Vap-33A	31349	FBgn0029687	-0.29	0.78	0.83	1.23e-12	9.57e-09	NULL	NULL	NULL	gene symbol	
1668138	98	8	Thanacyte	all	Eip78C	40345	FBgn0004865	-0.29	0.42	0.47	3.82e-05	0.29	NULL	NULL	NULL	gene symbol	
1668139	98	8	Thanacyte	all	Lamp1	35411	FBgn0032949	-0.39	0.83	0.89	1.69e-20	1.32e-16	NULL	NULL	NULL	gene symbol	
1668140	98	8	Thanacyte	all	zfh1	43650	FBgn0004606	-0.26	0.75	0.81	8.45e-10	6.59e-06	NULL	NULL	NULL	gene symbol	
1668141	98	8	Thanacyte	all	hng3	38090	FBgn0035160	-0.28	0.65	0.71	8.2e-10	6.39e-06	NULL	NULL	NULL	gene symbol	
1668142	98	8	Thanacyte	all	GlcAT-P	39262	FBgn0036144	-0.47	0.83	0.89	1.02e-28	7.93e-25	NULL	NULL	NULL	gene symbol	
1668143	98	8	Thanacyte	all	tna	39217	FBgn0026160	-0.32	0.80	0.86	1.57e-12	1.22e-08	NULL	NULL	NULL	gene symbol	
1668144	98	8	Thanacyte	all	Gs1	33172	FBgn0001142	-0.99	0.89	0.95	3.08e-88	2.4e-84	NULL	NULL	NULL	gene symbol	
1668145	98	8	Thanacyte	all	MSBP	32548	FBgn0030703	-0.28	0.66	0.72	1.0e-09	7.82e-06	NULL	NULL	NULL	gene symbol	
1668146	98	8	Thanacyte	all	CG33494	2768686	FBgn0053494	-0.60	0.88	0.95	8.0e-47	6.24e-43	NULL	NULL	NULL	gene symbol	
1668147	98	8	Thanacyte	all	CG11739	40552	FBgn0037239	-0.28	0.72	0.78	3.28e-11	2.56e-07	NULL	NULL	NULL	gene symbol	
1668148	98	8	Thanacyte	all	CG34166	5740596	FBgn0085195	-1.14	0.23	0.30	1.994912e-03	1.00	NULL	NULL	NULL	gene symbol	
1668149	98	8	Thanacyte	all	Snx3	41551	FBgn0038065	-0.36	0.78	0.85	1.69e-18	1.32e-14	NULL	NULL	NULL	gene symbol	
1668150	98	8	Thanacyte	all	vsg	39137	FBgn0045823	-0.85	0.91	0.98	1.05e-91	8.21e-88	NULL	NULL	NULL	gene symbol	
1668151	98	8	Thanacyte	all	emc	38091	FBgn0000575	-0.29	0.62	0.69	5.05e-08	3.93364e-04	NULL	NULL	NULL	gene symbol	
1668152	98	8	Thanacyte	all	CG31075	43244	FBgn0051075	-0.38	0.85	0.93	5.55e-23	4.33e-19	NULL	NULL	NULL	gene symbol	
1668153	98	8	Thanacyte	all	betaTub60D	37888	FBgn0003888	-0.78	0.87	0.95	1.13e-62	8.81e-59	NULL	NULL	NULL	gene symbol	
1668154	98	8	Thanacyte	all	Pvr	34127	FBgn0032006	-0.28	0.61	0.69	1.53e-07	1.194999e-03	NULL	NULL	NULL	gene symbol	
1668155	98	8	Thanacyte	all	Nmda1	36419	FBgn0013305	-0.28	0.54	0.62	7.62e-08	5.93837e-04	NULL	NULL	NULL	gene symbol	
1668156	98	8	Thanacyte	all	Rho1	36775	FBgn0014020	-0.37	0.84	0.92	7.47e-25	5.82e-21	NULL	NULL	NULL	gene symbol	
1668157	98	8	Thanacyte	all	CG43236	12798466	FBgn0262881	-0.27	0.55	0.63	8.11e-06	0.06	NULL	NULL	NULL	gene symbol	
1668158	98	8	Thanacyte	all	klar	38067	FBgn0001316	-0.27	0.72	0.81	7.63e-11	5.95e-07	NULL	NULL	NULL	gene symbol	
1668159	98	8	Thanacyte	all	mt:ND3	41952	FBgn0027948	-0.26	0.41	0.50	1.53e-06	0.01	NULL	NULL	NULL	gene symbol	
1668160	98	8	Thanacyte	all	rin	47998	FBgn0015778	-0.25	0.70	0.79	3.08e-11	2.4e-07	NULL	NULL	NULL	gene symbol	
1668161	98	8	Thanacyte	all	lace	34910	FBgn0002524	-0.27	0.44	0.53	8.62e-07	6.718293e-03	NULL	NULL	NULL	gene symbol	
1668162	98	8	Thanacyte	all	HDAC4	32278	FBgn0041210	-0.30	0.53	0.62	7.07e-08	5.51533e-04	NULL	NULL	NULL	gene symbol	
1668163	98	8	Thanacyte	all	CG13887	38096	FBgn0035165	-0.30	0.58	0.68	1.31e-10	1.02e-06	NULL	NULL	NULL	gene symbol	
1668164	98	8	Thanacyte	all	CG14818	31147	FBgn0026088	-0.25	0.58	0.67	3.03e-11	2.36e-07	NULL	NULL	NULL	gene symbol	
1668165	98	8	Thanacyte	all	CG4101	39857	FBgn0025558	-0.25	0.47	0.56	2.02e-08	1.57556e-04	NULL	NULL	NULL	gene symbol	
1668166	98	8	Thanacyte	all	l(1)G0232	31907	FBgn0028341	-0.26	0.27	0.37	7.66e-06	0.05	NULL	NULL	NULL	gene symbol	
1668167	98	8	Thanacyte	all	CG13321	36430	FBgn0033787	-0.29	0.21	0.30	3.25e-05	0.25	NULL	NULL	NULL	gene symbol	
1668168	98	8	Thanacyte	all	RhoGAP18B	32898	FBgn0261461	-0.25	0.31	0.41	6.69e-06	0.05	NULL	NULL	NULL	gene symbol	
1668169	98	8	Thanacyte	all	CG31337	318688	FBgn0051337	-0.49	0.81	0.91	6.5e-30	5.07e-26	NULL	NULL	NULL	gene symbol	
1668170	98	8	Thanacyte	all	cpb	33346	FBgn0011570	-0.27	0.62	0.73	9.53e-11	7.43e-07	NULL	NULL	NULL	gene symbol	
1668171	98	8	Thanacyte	all	Spt-I	36448	FBgn0086532	-0.28	0.33	0.43	4.67e-07	3.64427e-03	NULL	NULL	NULL	gene symbol	
1668172	98	8	Thanacyte	all	rhea	38978	FBgn0260442	-0.34	0.38	0.48	5.71e-06	0.04	NULL	NULL	NULL	gene symbol	
1668173	98	8	Thanacyte	all	CG45050	41114	FBgn0266410	-0.57	0.80	0.90	3.11e-41	2.42e-37	NULL	NULL	NULL	gene symbol	
1668174	98	8	Thanacyte	all	msn	44030	FBgn0010909	-0.29	0.54	0.65	4.58e-09	3.57e-05	NULL	NULL	NULL	gene symbol	
1668175	98	8	Thanacyte	all	hipk	38070	FBgn0035142	-0.31	0.49	0.60	2.07e-09	1.62e-05	NULL	NULL	NULL	gene symbol	
1668176	98	8	Thanacyte	all	GC1	41448	FBgn0260743	-0.27	0.49	0.60	1.3e-07	1.015826e-03	NULL	NULL	NULL	gene symbol	
1668177	98	8	Thanacyte	all	AP-2alpha	33211	FBgn0264855	-0.26	0.48	0.58	2.33e-08	1.81604e-04	NULL	NULL	NULL	gene symbol	
1668178	98	8	Thanacyte	all	oys	36045	FBgn0033476	-0.29	0.37	0.47	1.59e-07	1.2434e-03	NULL	NULL	NULL	gene symbol	
1668179	98	8	Thanacyte	all	CG32479	38103	FBgn0052479	-0.29	0.40	0.50	4.17e-08	3.25162e-04	NULL	NULL	NULL	gene symbol	
1668180	98	8	Thanacyte	all	Ubi-p5E	326237	FBgn0086558	-0.27	0.38	0.49	4.84e-07	3.771177e-03	NULL	NULL	NULL	gene symbol	
1668181	98	8	Thanacyte	all	l(2)k09913	37661	FBgn0021979	-0.25	0.41	0.52	6.83e-08	5.32668e-04	NULL	NULL	NULL	gene symbol	
1668182	98	8	Thanacyte	all	CG5168	34425	FBgn0032246	-0.30	0.45	0.55	1.98e-09	1.54e-05	NULL	NULL	NULL	gene symbol	
